exp260,74,0.013888888888888888,0.8194444444444444,0.16666666666666666,0.0,0.07692307692307693,1.0,0.09433962264150944,0.14285714285714288,0.29411764705882354,
exp261,72,0.014285714285714285,0.8142857142857143,0.17142857142857143,0.0,0.07692307692307693,1.0,0.09433962264150944,0.14285714285714288,0.29411764705882354,
exp262,70,0.014705882352941176,0.7647058823529411,0.22058823529411764,0.0,0.0625,1.0,0.07692307692307693,0.11764705882352941,0.25,
exp265,71,0.014492753623188406,0.8115942028985508,0.17391304347826086,0.0,0.07692307692307693,1.0,0.09433962264150944,0.14285714285714288,0.29411764705882354,
exp266,60,0.017241379310344827,0.7931034482758621,0.1896551724137931,0.0,0.08333333333333333,1.0,0.10204081632653061,0.15384615384615385,0.3125,
exp267,74,0.013888888888888888,0.8472222222222222,0.1388888888888889,0.0,0.09090909090909091,1.0,0.11111111111111112,0.16666666666666669,0.3333333333333333,
exp268,72,0.014285714285714285,0.7857142857142857,0.2,0.0,0.06666666666666667,1.0,0.08196721311475409,0.125,0.2631578947368421,
exp269,75,0.0136986301369863,0.8356164383561644,0.1506849315068493,0.0,0.08333333333333333,1.0,0.10204081632653061,0.15384615384615385,0.3125,
exp270,76,0.013513513513513514,0.8243243243243243,0.16216216216216217,0.0,0.07692307692307693,1.0,0.09433962264150944,0.14285714285714288,0.29411764705882354,
exp272,71,0.014492753623188406,0.8115942028985508,0.17391304347826086,0.0,0.07692307692307693,1.0,0.09433962264150944,0.14285714285714288,0.29411764705882354,
exp273,69,0.014925373134328358,0.835820895522388,0.14925373134328357,0.0,0.09090909090909091,1.0,0.11111111111111112,0.16666666666666669,0.3333333333333333,
exp274,75,0.0136986301369863,0.8356164383561644,0.1506849315068493,0.0,0.08333333333333333,1.0,0.10204081632653061,0.15384615384615385,0.3125,
exp275,68,0.015151515151515152,0.8333333333333334,0.15151515151515152,0.0,0.09090909090909091,1.0,0.11111111111111112,0.16666666666666669,0.3333333333333333,
exp276,71,0.014492753623188406,0.8115942028985508,0.17391304347826086,0.0,0.07692307692307693,1.0,0.09433962264150944,0.14285714285714288,0.29411764705882354,
exp277,73,0.014084507042253521,0.8309859154929577,0.15492957746478872,0.0,0.08333333333333333,1.0,0.10204081632653061,0.15384615384615385,0.3125,
exp279,68,0.015151515151515152,0.8636363636363636,0.12121212121212122,0.0,0.1111111111111111,1.0,0.13513513513513514,0.19999999999999998,0.38461538461538464,
exp260,74,0.013888888888888888,0.4444444444444444,0.5416666666666666,0.0,0.025,1.0,0.03105590062111801,0.04878048780487806,0.11363636363636363,
exp261,72,0.014285714285714285,0.38571428571428573,0.6,0.0,0.023255813953488372,1.0,0.028901734104046242,0.04545454545454545,0.10638297872340426,
exp262,70,0.014705882352941176,0.4117647058823529,0.5735294117647058,0.0,0.025,1.0,0.03105590062111801,0.04878048780487806,0.11363636363636363,
exp265,71,0.014492753623188406,0.42028985507246375,0.5652173913043478,0.0,0.025,1.0,0.03105590062111801,0.04878048780487806,0.11363636363636363,
exp266,60,0.017241379310344827,0.3103448275862069,0.6724137931034483,0.0,0.025,1.0,0.03105590062111801,0.04878048780487806,0.11363636363636363,
exp267,74,0.013888888888888888,0.4444444444444444,0.5416666666666666,0.0,0.025,1.0,0.03105590062111801,0.04878048780487806,0.11363636363636363,
exp268,72,0.014285714285714285,0.42857142857142855,0.5571428571428572,0.0,0.025,1.0,0.03105590062111801,0.04878048780487806,0.11363636363636363,
exp269,75,0.0136986301369863,0.4520547945205479,0.5342465753424658,0.0,0.025,1.0,0.03105590062111801,0.04878048780487806,0.11363636363636363,
exp270,76,0.013513513513513514,0.4594594594594595,0.527027027027027,0.0,0.025,1.0,0.03105590062111801,0.04878048780487806,0.11363636363636363,
exp272,71,0.014492753623188406,0.42028985507246375,0.5652173913043478,0.0,0.025,1.0,0.03105590062111801,0.04878048780487806,0.11363636363636363,
exp273,69,0.014925373134328358,0.40298507462686567,0.582089552238806,0.0,0.025,1.0,0.03105590062111801,0.04878048780487806,0.11363636363636363,
exp274,75,0.0136986301369863,0.4520547945205479,0.5342465753424658,0.0,0.025,1.0,0.03105590062111801,0.04878048780487806,0.11363636363636363,
exp275,68,0.015151515151515152,0.3939393939393939,0.5909090909090909,0.0,0.025,1.0,0.03105590062111801,0.04878048780487806,0.11363636363636363,
exp276,71,0.014492753623188406,0.42028985507246375,0.5652173913043478,0.0,0.025,1.0,0.03105590062111801,0.04878048780487806,0.11363636363636363,
exp277,73,0.014084507042253521,0.43661971830985913,0.5492957746478874,0.0,0.025,1.0,0.03105590062111801,0.04878048780487806,0.11363636363636363,
exp279,68,0.015151515151515152,0.3939393939393939,0.5909090909090909,0.0,0.025,1.0,0.03105590062111801,0.04878048780487806,0.11363636363636363,
exp260,74,0.013888888888888888,0.4444444444444444,0.5416666666666666,0.0,0.025,1.0,0.03105590062111801,0.04878048780487806,0.11363636363636363,
exp261,72,0.014285714285714285,0.38571428571428573,0.6,0.0,0.023255813953488372,1.0,0.028901734104046242,0.04545454545454545,0.10638297872340426,
exp262,70,0.014705882352941176,0.4117647058823529,0.5735294117647058,0.0,0.025,1.0,0.03105590062111801,0.04878048780487806,0.11363636363636363,
exp265,71,0.014492753623188406,0.42028985507246375,0.5652173913043478,0.0,0.025,1.0,0.03105590062111801,0.04878048780487806,0.11363636363636363,
exp266,60,0.017241379310344827,0.3103448275862069,0.6724137931034483,0.0,0.025,1.0,0.03105590062111801,0.04878048780487806,0.11363636363636363,
exp267,74,0.013888888888888888,0.4444444444444444,0.5416666666666666,0.0,0.025,1.0,0.03105590062111801,0.04878048780487806,0.11363636363636363,
exp268,72,0.014285714285714285,0.42857142857142855,0.5571428571428572,0.0,0.025,1.0,0.03105590062111801,0.04878048780487806,0.11363636363636363,
exp269,75,0.0136986301369863,0.4520547945205479,0.5342465753424658,0.0,0.025,1.0,0.03105590062111801,0.04878048780487806,0.11363636363636363,
exp270,76,0.013513513513513514,0.4594594594594595,0.527027027027027,0.0,0.025,1.0,0.03105590062111801,0.04878048780487806,0.11363636363636363,
exp272,71,0.014492753623188406,0.42028985507246375,0.5652173913043478,0.0,0.025,1.0,0.03105590062111801,0.04878048780487806,0.11363636363636363,
exp273,69,0.014925373134328358,0.40298507462686567,0.582089552238806,0.0,0.025,1.0,0.03105590062111801,0.04878048780487806,0.11363636363636363,
exp274,75,0.0136986301369863,0.4520547945205479,0.5342465753424658,0.0,0.025,1.0,0.03105590062111801,0.04878048780487806,0.11363636363636363,
exp275,68,0.015151515151515152,0.3939393939393939,0.5909090909090909,0.0,0.025,1.0,0.03105590062111801,0.04878048780487806,0.11363636363636363,
exp276,71,0.014492753623188406,0.42028985507246375,0.5652173913043478,0.0,0.025,1.0,0.03105590062111801,0.04878048780487806,0.11363636363636363,
exp277,73,0.014084507042253521,0.43661971830985913,0.5492957746478874,0.0,0.025,1.0,0.03105590062111801,0.04878048780487806,0.11363636363636363,
exp279,68,0.015151515151515152,0.3939393939393939,0.5909090909090909,0.0,0.025,1.0,0.03105590062111801,0.04878048780487806,0.11363636363636363,
exp260,74,0.013888888888888888,0.8194444444444444,0.16666666666666666,0.0,0.07692307692307693,1.0,0.09433962264150944,0.14285714285714288,0.29411764705882354,
exp261,72,0.014285714285714285,0.8142857142857143,0.17142857142857143,0.0,0.07692307692307693,1.0,0.09433962264150944,0.14285714285714288,0.29411764705882354,
exp262,70,0.014705882352941176,0.7647058823529411,0.22058823529411764,0.0,0.0625,1.0,0.07692307692307693,0.11764705882352941,0.25,
exp265,71,0.014492753623188406,0.8115942028985508,0.17391304347826086,0.0,0.07692307692307693,1.0,0.09433962264150944,0.14285714285714288,0.29411764705882354,
exp266,60,0.017241379310344827,0.7931034482758621,0.1896551724137931,0.0,0.08333333333333333,1.0,0.10204081632653061,0.15384615384615385,0.3125,
exp267,74,0.013888888888888888,0.8472222222222222,0.1388888888888889,0.0,0.09090909090909091,1.0,0.11111111111111112,0.16666666666666669,0.3333333333333333,
exp268,72,0.014285714285714285,0.7857142857142857,0.2,0.0,0.06666666666666667,1.0,0.08196721311475409,0.125,0.2631578947368421,
exp269,75,0.0136986301369863,0.8356164383561644,0.1506849315068493,0.0,0.08333333333333333,1.0,0.10204081632653061,0.15384615384615385,0.3125,
exp270,76,0.013513513513513514,0.8243243243243243,0.16216216216216217,0.0,0.07692307692307693,1.0,0.09433962264150944,0.14285714285714288,0.29411764705882354,
exp272,71,0.014492753623188406,0.8115942028985508,0.17391304347826086,0.0,0.07692307692307693,1.0,0.09433962264150944,0.14285714285714288,0.29411764705882354,
exp273,69,0.014925373134328358,0.835820895522388,0.14925373134328357,0.0,0.09090909090909091,1.0,0.11111111111111112,0.16666666666666669,0.3333333333333333,
exp274,75,0.0136986301369863,0.8356164383561644,0.1506849315068493,0.0,0.08333333333333333,1.0,0.10204081632653061,0.15384615384615385,0.3125,
exp275,68,0.015151515151515152,0.8333333333333334,0.15151515151515152,0.0,0.09090909090909091,1.0,0.11111111111111112,0.16666666666666669,0.3333333333333333,
exp276,71,0.014492753623188406,0.8115942028985508,0.17391304347826086,0.0,0.07692307692307693,1.0,0.09433962264150944,0.14285714285714288,0.29411764705882354,
exp277,73,0.014084507042253521,0.8309859154929577,0.15492957746478872,0.0,0.08333333333333333,1.0,0.10204081632653061,0.15384615384615385,0.3125,
exp279,68,0.015151515151515152,0.8636363636363636,0.12121212121212122,0.0,0.1111111111111111,1.0,0.13513513513513514,0.19999999999999998,0.38461538461538464,
